relative_path,gesture,capture_mode,start_state,target_state,user_id,session_id,device_id,timestamp,wearing_state,recording_id,sample_count,clip_duration_ms,pre_roll_ms,device_sampling_rate_hz,imu_sampling_rate_hz,quality_status,quality_reasons,source_origin
TENSE_OPEN/20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-006.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260314T214208,normal,20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-006,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
TENSE_OPEN/20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-007.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260314T214208,normal,20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-007,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
TENSE_OPEN/20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-008.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260314T214208,normal,20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-008,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
TENSE_OPEN/20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-009.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260314T214208,normal,20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-009,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
TENSE_OPEN/20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-010.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260314T214208,normal,20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-010,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
TENSE_OPEN/20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-011.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260314T214208,normal,20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-011,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
TENSE_OPEN/20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-012.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260314T214208,normal,20260314T214208__u-demo_user__s-s2__d-armband01__w-normal__seg-012,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
TENSE_OPEN/20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-001.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191556,normal,20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-001,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
TENSE_OPEN/20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-002.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191556,normal,20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-002,1500,3000,500,500,50,warn,channel_anomaly|low_energy,armband_stream_auto_slice
TENSE_OPEN/20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-003.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191556,normal,20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-003,1500,3000,500,500,50,warn,channel_anomaly,armband_stream_auto_slice
TENSE_OPEN/20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-004.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191556,normal,20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-004,1500,3000,500,500,50,warn,low_energy,armband_stream_auto_slice
TENSE_OPEN/20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-005.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191556,normal,20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-005,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-006.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191556,normal,20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-006,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-007.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191556,normal,20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-007,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-008.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191556,normal,20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-008,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-009.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191556,normal,20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-009,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-010.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191556,normal,20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-010,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-011.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191556,normal,20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-011,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-012.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191556,normal,20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-012,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-013.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191556,normal,20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-013,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-014.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191556,normal,20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-014,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-015.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191556,normal,20260315T191556__u-demo_user__s-s2__d-armband01__w-normal__seg-015,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-001.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191659,normal,20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-001,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-002.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191659,normal,20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-002,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-003.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191659,normal,20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-003,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-004.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191659,normal,20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-004,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-005.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191659,normal,20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-005,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-006.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191659,normal,20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-006,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-007.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191659,normal,20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-007,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-008.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191659,normal,20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-008,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-009.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191659,normal,20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-009,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-010.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191659,normal,20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-010,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-011.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191659,normal,20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-011,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-012.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191659,normal,20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-012,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-013.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191659,normal,20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-013,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
TENSE_OPEN/20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-014.csv,TENSE_OPEN,event_onset,RELAX,TENSE_OPEN,demo_user,s2,armband01,20260315T191659,normal,20260315T191659__u-demo_user__s-s2__d-armband01__w-normal__seg-014,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-001.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-001,1500,3000,500,500,50,warn,channel_anomaly|clipped|static,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-002.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-002,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-003.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-003,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-004.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-004,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-005.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-005,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-006.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-006,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-007.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-007,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-008.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-008,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-009.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-009,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-010.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-010,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-011.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-011,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-012.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-012,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-013.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-013,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-014.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-014,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-015.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-015,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-016.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-016,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-017.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T114928,normal,20260315T114928__u-demo_user__s-s2__d-armband01__w-normal__seg-017,1500,3000,500,500,50,warn,channel_anomaly|clipped|low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-001.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191802,normal,20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-001,1500,3000,500,500,50,warn,clipped|low_energy,armband_stream_auto_slice
THUMB_UP/20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-002.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191802,normal,20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-002,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-003.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191802,normal,20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-003,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-004.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191802,normal,20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-004,1500,3000,500,500,50,warn,channel_anomaly|low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-005.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191802,normal,20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-005,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-006.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191802,normal,20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-006,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-007.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191802,normal,20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-007,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-008.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191802,normal,20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-008,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-009.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191802,normal,20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-009,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-010.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191802,normal,20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-010,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-011.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191802,normal,20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-011,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-012.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191802,normal,20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-012,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-013.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191802,normal,20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-013,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-014.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191802,normal,20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-014,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-015.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191802,normal,20260315T191802__u-demo_user__s-s2__d-armband01__w-normal__seg-015,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-001.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191905,normal,20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-001,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-002.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191905,normal,20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-002,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-003.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191905,normal,20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-003,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-004.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191905,normal,20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-004,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-005.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191905,normal,20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-005,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-006.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191905,normal,20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-006,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-007.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191905,normal,20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-007,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-008.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191905,normal,20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-008,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-010.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191905,normal,20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-010,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-011.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191905,normal,20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-011,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
THUMB_UP/20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-012.csv,THUMB_UP,event_onset,RELAX,THUMB_UP,demo_user,s2,armband01,20260315T191905,normal,20260315T191905__u-demo_user__s-s2__d-armband01__w-normal__seg-012,1500,3000,500,500,50,warn,low_energy|static,armband_stream_auto_slice
V_SIGN/20260314T185507__u-demo_user__s-s1__d-armband01__w-normal.csv,V_SIGN,event_onset,RELAX,V_SIGN,demo_user,s1,armband01,20260314T185507,normal,20260314T185507__u-demo_user__s-s1__d-armband01__w-normal,4010,8000,400,500,50,raw,,armband_live_capture
V_SIGN/20260314T192618__u-demo_user__s-s1__d-armband01__w-normal.csv,V_SIGN,event_onset,RELAX,V_SIGN,demo_user,s1,armband01,20260314T192618,normal,20260314T192618__u-demo_user__s-s1__d-armband01__w-normal,1510,3000,400,500,50,retake_recommended,weak_activation,armband_live_capture
